fl,fs,duo_norm_fl,duo_norm_fs
Swin_V2_B,ShuffleNet_V2_X1_5,46.33092554873817,119.30858363090564
Swin_V2_B,ShuffleNet_V2_X2_0,46.13153378008673,144.48850640571428
Swin_V2_B,Swin_S,37.00280263633327,29.302422620448542
Swin_V2_B,Swin_T,37.359633024602566,29.174306820082396
Swin_V2_B,Swin_V2_S,28.649831994823934,36.14763971717164
Swin_V2_B,Swin_V2_T,37.62217327103348,28.538882388510896
Swin_V2_B,vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,18.119096721509695,48.4037932512305
tf_efficientnetv2_l.in21k_ft_in1k,ConvNeXt_Base,250.03570183479985,25.457665254759267
tf_efficientnetv2_l.in21k_ft_in1k,ConvNeXt_Small,253.06155946957517,23.62335657385186
tf_efficientnetv2_l.in21k_ft_in1k,ConvNeXt_Tiny,303.5130412933591,18.229699614724872
tf_efficientnetv2_l.in21k_ft_in1k,EfficientNet_B0,321.75582158176525,58.70231980127051
tf_efficientnetv2_l.in21k_ft_in1k,EfficientNet_B1,316.38888946219737,22.40172487974517
tf_efficientnetv2_l.in21k_ft_in1k,EfficientNet_B2,315.2921447313975,59.105007812805205
tf_efficientnetv2_l.in21k_ft_in1k,EfficientNet_B3,308.3352149625562,63.8484374188803
tf_efficientnetv2_l.in21k_ft_in1k,EfficientNet_B4,302.799563960745,19.23638821211504
tf_efficientnetv2_l.in21k_ft_in1k,EfficientNet_B5,309.75066548837674,29.612315538380198
tf_efficientnetv2_l.in21k_ft_in1k,MNASNet0_5,328.0963937343113,132.4059105116029
tf_efficientnetv2_l.in21k_ft_in1k,MNASNet0_75,323.41995475511845,104.25901317513024
tf_efficientnetv2_l.in21k_ft_in1k,MNASNet1_0,322.76381473941325,109.38289284826547
tf_efficientnetv2_l.in21k_ft_in1k,MNASNet1_3,322.02546193247406,108.54856359493004
tf_efficientnetv2_l.in21k_ft_in1k,RegNet_X_16GF,310.5114789739713,168.76228529409966
tf_efficientnetv2_l.in21k_ft_in1k,RegNet_X_1_6GF,318.4753089528117,136.29205909914816
tf_efficientnetv2_l.in21k_ft_in1k,RegNet_X_32GF,307.5151278232434,170.31552171087236
tf_efficientnetv2_l.in21k_ft_in1k,RegNet_X_3_2GF,313.9488497395212,136.13349429922297
tf_efficientnetv2_l.in21k_ft_in1k,RegNet_X_400MF,323.24930752853095,97.2709411911722
tf_efficientnetv2_l.in21k_ft_in1k,RegNet_X_800MF,320.7042400317701,111.8141688746873
tf_efficientnetv2_l.in21k_ft_in1k,RegNet_X_8GF,313.8320525709489,144.28570096935752
tf_efficientnetv2_l.in21k_ft_in1k,ResNeXt101_32X8D,312.59742966439933,152.0840953082142
tf_efficientnetv2_l.in21k_ft_in1k,ResNeXt101_64X4D,315.87193746838517,146.41102648299832
tf_efficientnetv2_l.in21k_ft_in1k,ResNeXt50_32X4D,319.2070621879866,148.82493219146772
tf_efficientnetv2_l.in21k_ft_in1k,ResNet101,315.19401689792676,144.9615259029568
tf_efficientnetv2_l.in21k_ft_in1k,ResNet152,314.0196360840969,151.91882892188602
tf_efficientnetv2_l.in21k_ft_in1k,ResNet50,319.7473418239655,146.13842775786262
tf_efficientnetv2_l.in21k_ft_in1k,ShuffleNet_V2_X0_5,427.43615986565396,50.226808456772574
tf_efficientnetv2_l.in21k_ft_in1k,ShuffleNet_V2_X1_0,331.9564360067423,86.3482051546741
tf_efficientnetv2_l.in21k_ft_in1k,ShuffleNet_V2_X1_5,324.0392775803651,110.85217702146996
tf_efficientnetv2_l.in21k_ft_in1k,ShuffleNet_V2_X2_0,323.15665731906387,126.89177072624285
tf_efficientnetv2_l.in21k_ft_in1k,Swin_S,307.1554093375848,21.116421899775233
tf_efficientnetv2_l.in21k_ft_in1k,Swin_T,306.50595853108763,20.77590563881868
tf_efficientnetv2_l.in21k_ft_in1k,Swin_V2_B,304.4529426287323,21.415530179813334
tf_efficientnetv2_l.in21k_ft_in1k,Swin_V2_S,302.81152429169447,22.114671282610924
tf_efficientnetv2_l.in21k_ft_in1k,Swin_V2_T,305.9320975887919,23.83739529874829
tf_efficientnetv2_l.in21k_ft_in1k,vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,231.99617404915534,31.357980409027775
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,ConvNeXt_Base,38.80787237274357,26.25576465456369
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,ConvNeXt_Small,39.25525028697173,24.28968255562607
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,ConvNeXt_Tiny,40.02289314658043,24.26765331974957
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,EfficientNet_B0,49.707471360232866,59.35079826931717
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,EfficientNet_B1,49.605613154771454,20.79496663528266
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,EfficientNet_B2,49.117496770043665,55.416392153655536
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,EfficientNet_B3,48.20777218246798,64.07848296050378
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,EfficientNet_B4,39.694419193014184,24.638532567605154
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,EfficientNet_B5,48.21870109767879,32.24912812056464
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,MNASNet0_5,50.73395425171115,122.98786267427937
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,MNASNet0_75,49.889852125367035,105.0314608414624
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,MNASNet1_0,49.739207557064134,112.3555182907798
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,MNASNet1_3,50.168702312610094,90.90151146354503
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,RegNet_X_16GF,48.561727124885714,150.46948422996476
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,RegNet_X_1_6GF,49.65372263731093,128.4796728917064
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,RegNet_X_3_2GF,49.19308252161435,127.23850277622505
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,RegNet_X_400MF,50.177606561726776,91.51786507661971
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,RegNet_X_800MF,50.164718282057414,98.5276173933103
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,RegNet_X_8GF,49.04812737893591,127.76143785594668
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,ResNeXt101_32X8D,48.72546414513458,140.93219044724538
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,ResNeXt101_64X4D,49.275655770010566,123.04768222108358
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,ResNeXt50_32X4D,49.87613807074893,126.3178491725502
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,ResNet101,48.843989566868885,147.26384018023364
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,ResNet152,48.88821621493392,133.0727104396491
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,ResNet50,49.99330249871339,125.13839803390881
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,ShuffleNet_V2_X0_5,51.659334558721866,98.62555440038628
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,ShuffleNet_V2_X1_0,51.150723283977925,79.78158428142689
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,ShuffleNet_V2_X1_5,50.16390407193785,104.18752021365121
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,ShuffleNet_V2_X2_0,50.16300249156992,119.37607850464293
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,Swin_S,48.80275098822474,18.442942692942072
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,Swin_T,48.81847739646341,17.98297067220454
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,Swin_V2_S,40.05083236457259,24.855664122369173
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,Swin_V2_T,48.11720901662052,22.262541205609992
ConvNeXt_Base_greedy,ConvNeXt_Small,35.68206991757218,24.572481704426142
ConvNeXt_Base_greedy,ConvNeXt_Tiny,42.024142347981545,18.417632198832727
ConvNeXt_Base_greedy,EfficientNet_B0,51.43750393937655,38.847687525372606
ConvNeXt_Base_greedy,EfficientNet_B1,51.24886891605994,15.596115185128816
ConvNeXt_Base_greedy,EfficientNet_B2,43.69560731428269,57.36073152470658
ConvNeXt_Base_greedy,EfficientNet_B3,42.33165208189776,63.53244827251535
ConvNeXt_Base_greedy,EfficientNet_B4,35.44944322295321,25.289227849942122
ConvNeXt_Base_greedy,EfficientNet_B5,42.041438744063846,34.287406721517655
ConvNeXt_Base_greedy,MNASNet0_5,52.07407829237848,90.79531598528921
ConvNeXt_Base_greedy,MNASNet0_75,51.789022752883064,68.47946652316017
ConvNeXt_Base_greedy,MNASNet1_0,51.51120123390728,72.82295822969154
ConvNeXt_Base_greedy,MNASNet1_3,51.84720505253464,62.95152627552292
ConvNeXt_Base_greedy,RegNet_X_1_6GF,51.51461379377951,85.98533735805069
ConvNeXt_Base_greedy,RegNet_X_3_2GF,51.13905294386921,81.399558928404
ConvNeXt_Base_greedy,RegNet_X_400MF,52.07249352881284,60.029501225671154
ConvNeXt_Base_greedy,RegNet_X_800MF,51.81967592748449,65.92135058180524
ConvNeXt_Base_greedy,RegNet_X_8GF,43.31029906994116,132.91448274746358
ConvNeXt_Base_greedy,ResNeXt50_32X4D,51.1149267226457,100.07558927517199
ConvNeXt_Base_greedy,ResNet101,43.31558908449979,143.6713493327107
ConvNeXt_Base_greedy,ResNet152,42.98570849083365,139.5776615378412
ConvNeXt_Base_greedy,ResNet50,51.03531081505776,104.19679669920345
ConvNeXt_Base_greedy,ShuffleNet_V2_X0_5,53.03134101348688,61.01011364303477
ConvNeXt_Base_greedy,ShuffleNet_V2_X1_0,52.65286812227245,51.823030513419646
ConvNeXt_Base_greedy,ShuffleNet_V2_X1_5,52.15227857049518,62.04127091529398
ConvNeXt_Base_greedy,ShuffleNet_V2_X2_0,52.07319095895859,75.07152264087158
ConvNeXt_Base_greedy,Swin_S,42.61139560596605,20.634515047623363
ConvNeXt_Base_greedy,Swin_T,42.82992382597096,20.320007599197005
ConvNeXt_Base_greedy,Swin_V2_S,41.39227256741771,22.43623980070255
ConvNeXt_Base_greedy,Swin_V2_T,42.53472349970207,22.00447141673313
