evaluatee,Acc,F1,Brier,NLL,ECE,CP_AUROC,AURC,E-AURC,SAC@90,SAC@91,SAC@92,SAC@93,SAC@94,SAC@95,SAC@96,SAC@97,SAC@98,SAC@99,dataset_name,dataset_dir,teacher_fl_name,teacher_fl_path,teacher_fl_source,teacher_fs_name,teacher_fs_path,teacher_fs_source,student_name,student_path,student_source,distillation_method,duo_mode,temperature,epochs,lr,soft_target_loss_weight,use_multi_transform
teacher_fs_pre,0.8199157894736843,0.8174705634001175,0.00026094026286477756,0.7186179440833727,0.028668643906712532,0.8625130005310255,0.051272746166738735,0.03398390432960292,0.8358526315789474,0.8092,0.781157894736842,0.7519789473684211,0.7141894736842105,0.6734526315789474,0.6148842105263158,0.513621052631579,0.2416421052631579,0.007115789473684211,imagenet,/localscratch/timz.64583782.0/data/ind,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,TargetMatching,asymmetric,3.0,5,3e-05,0.5,True
student_post,0.7911368421052631,0.7883172017555521,0.00029854888124356146,0.8417115600930103,0.03427920490503311,0.8562813983737982,0.06307634809900864,0.039561954523551865,0.7679157894736842,0.7418105263157895,0.7102736842105263,0.6764842105263158,0.6319789473684211,0.5894105263157895,0.5183157894736842,0.40581052631578945,0.1931578947368421,0.003936842105263158,imagenet,/localscratch/timz.64583780.0/data/ind,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,TargetMatching,asymmetric,3.0,5,0.0003,1.0,True
student_post,0.7965684210526316,0.7936172703844977,0.0002911996178224676,0.8162146983366209,0.03553401678800583,0.8604254411541945,0.05966716434206124,0.037406758932708714,0.7847157894736843,0.7568421052631579,0.7269052631578947,0.6957473684210527,0.6566947368421052,0.6101684210526316,0.5443578947368422,0.44452631578947366,0.23498947368421053,0.0044631578947368425,imagenet,/localscratch/timz.64583781.0/data/ind,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,TargetMatching,asymmetric,3.0,5,0.0003,0.5,True
student_pre,0.8199157894736843,0.8174705634001175,0.00026094026286477756,0.7186179440833727,0.028668643906712532,0.8625130005310255,0.051272746166738735,0.03398390432960292,0.8358526315789474,0.8092,0.781157894736842,0.7519789473684211,0.7141894736842105,0.6734526315789474,0.6148842105263158,0.513621052631579,0.2416421052631579,0.007115789473684211,imagenet,/localscratch/timz.64583784.0/data/ind,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,TargetMatching,asymmetric,3.0,5,3e-05,1.0,True
duo_teacher_pre,0.8430736842105263,0.8410853138719833,0.0002316296789361729,0.6187949098912382,0.03631414473056793,0.8690309186426487,0.040871654621344296,0.0278571385468665,0.8842526315789474,0.8588631578947369,0.8336631578947369,0.8048631578947368,0.7746736842105263,0.7356631578947368,0.6863578947368421,0.6122315789473685,0.4560421052631579,0.019957894736842105,imagenet,/localscratch/timz.64583784.0/data/ind,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,TargetMatching,asymmetric,3.0,5,3e-05,1.0,True
teacher_fl_pre,0.8348421052631579,0.8328983762670842,0.00024336542420749866,0.6676042622315363,0.033275146037340164,0.8580719621329249,0.047510152256636566,0.03305009439584973,0.8681052631578947,0.843221052631579,0.8133263157894737,0.7821684210526316,0.7467789473684211,0.6998105263157894,0.633957894736842,0.5159157894736842,0.2403157894736842,0.002294736842105263,imagenet,/localscratch/timz.64583784.0/data/ind,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,TargetMatching,asymmetric,3.0,5,3e-05,1.0,True
teacher_fs_pre,0.8199157894736843,0.8174705634001175,0.00026094026286477756,0.7186179440833727,0.028668643906712532,0.8625130005310255,0.051272746166738735,0.03398390432960292,0.8358526315789474,0.8092,0.781157894736842,0.7519789473684211,0.7141894736842105,0.6734526315789474,0.6148842105263158,0.513621052631579,0.2416421052631579,0.007115789473684211,imagenet,/localscratch/timz.64583784.0/data/ind,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,TargetMatching,asymmetric,3.0,5,3e-05,1.0,True
student_pre,0.8199157894736843,0.8174705634001175,0.00026094026286477756,0.7186179440833727,0.028668643906712532,0.8625130005310255,0.051272746166738735,0.03398390432960292,0.8358526315789474,0.8092,0.781157894736842,0.7519789473684211,0.7141894736842105,0.6734526315789474,0.6148842105263158,0.513621052631579,0.2416421052631579,0.007115789473684211,imagenet,/localscratch/timz.64584517.0/data/ind,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,TargetMatching,asymmetric,3.0,5,3e-05,0.0,True
duo_teacher_pre,0.8430736842105263,0.8410853138719833,0.0002316296789361729,0.6187949098912382,0.03631414473056793,0.8690309186426487,0.040871654621344296,0.0278571385468665,0.8842526315789474,0.8588631578947369,0.8336631578947369,0.8048631578947368,0.7746736842105263,0.7356631578947368,0.6863578947368421,0.6122315789473685,0.4560421052631579,0.019957894736842105,imagenet,/localscratch/timz.64584517.0/data/ind,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,TargetMatching,asymmetric,3.0,5,3e-05,0.0,True
teacher_fl_pre,0.8348421052631579,0.8328983762670842,0.00024336542420749866,0.6676042622315363,0.033275146037340164,0.8580719621329249,0.047510152256636566,0.03305009439584973,0.8681052631578947,0.843221052631579,0.8133263157894737,0.7821684210526316,0.7467789473684211,0.6998105263157894,0.633957894736842,0.5159157894736842,0.2403157894736842,0.002294736842105263,imagenet,/localscratch/timz.64584517.0/data/ind,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,TargetMatching,asymmetric,3.0,5,3e-05,0.0,True
teacher_fs_pre,0.8199157894736843,0.8174705634001175,0.00026094026286477756,0.7186179440833727,0.028668643906712532,0.8625130005310255,0.051272746166738735,0.03398390432960292,0.8358526315789474,0.8092,0.781157894736842,0.7519789473684211,0.7141894736842105,0.6734526315789474,0.6148842105263158,0.513621052631579,0.2416421052631579,0.007115789473684211,imagenet,/localscratch/timz.64584517.0/data/ind,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,TargetMatching,asymmetric,3.0,5,3e-05,0.0,True
student_post,0.8001473684210526,0.7973196535187337,0.0002850314619517417,0.7955400323030388,0.03158465027809143,0.8643368699669391,0.056857772938225734,0.03540338103454016,0.7950526315789473,0.7686105263157895,0.7409473684210526,0.709557894736842,0.6769473684210526,0.6272421052631579,0.5697263157894736,0.47741052631578945,0.30117894736842105,0.004231578947368421,imagenet,/localscratch/timz.64583782.0/data/ind,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,TargetMatching,asymmetric,3.0,5,3e-05,0.5,True
student_post,0.8000631578947368,0.797056298403203,0.0002842659489071663,0.7755464887731193,0.02606039121747017,0.8656702398796173,0.05552290670821038,0.034049733961770676,0.7930947368421053,0.7654526315789474,0.7393052631578947,0.7110736842105263,0.6741263157894737,0.6271157894736842,0.5735157894736842,0.48113684210526314,0.32256842105263156,0.13770526315789475,imagenet,/localscratch/timz.64584517.0/data/ind,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,TargetMatching,asymmetric,3.0,5,3e-05,0.0,True
student_post,0.7932210526315789,0.79028296492517,0.00029446215529707213,0.828759833433737,0.032676517963409424,0.8592323243862305,0.061387565253199,0.03835874851110105,0.7775578947368421,0.7532421052631579,0.7203578947368421,0.6867157894736842,0.6455578947368421,0.598421052631579,0.5368631578947368,0.4367578947368421,0.22637894736842104,0.0032,imagenet,/localscratch/timz.64583784.0/data/ind,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,TargetMatching,asymmetric,3.0,5,3e-05,1.0,True
