Acc,F1,Brier,NLL,ECE,CP_AUROC,AURC,E-AURC,SAC@90,SAC@91,SAC@92,SAC@93,SAC@94,SAC@95,SAC@96,SAC@97,SAC@98,SAC@99,model_large,model_small,mode,wrapper,uncertainty_type,gflops_large,gflops_small,gflops_balance,split
0.9357578397212544,0.9281536085784434,0.0003680824705737718,0.2501533490909196,0.008948022499680519,0.9410416411923179,0.0063464998042104025,0.004230312703567027,1.0,1.0,1.0,1.0,0.9932491289198606,0.9764808362369338,0.9562282229965157,0.9333623693379791,0.8985191637630662,0.8375435540069687,ConvNeXt_Base,ConvNeXt_Small,logit_average,DuoWrapper,softmax_response,15.36,8.68,0.5651,test
0.9357578397212544,0.9281536085784434,0.0003680824705737718,0.2501533490909196,0.008948022499680519,0.9357360081728284,0.006703911217620211,0.004587724116976835,1.0,1.0,1.0,1.0,0.9932491289198606,0.9743031358885017,0.9531794425087108,0.9255226480836237,0.8869773519163763,0.8260017421602788,ConvNeXt_Base,ConvNeXt_Small,logit_average,DuoWrapper,entropy,15.36,8.68,0.5651,test
0.929006968641115,0.9198730256624249,0.0003680824705737718,0.2501533490909196,0.008948022499680519,0.9489130059623965,0.006638638837784603,0.00404905834941533,1.0,1.0,1.0,0.9986933797909407,0.9847560975609756,0.9692944250871081,0.9505662020905923,0.9309668989547039,0.8969947735191638,0.8375435540069687,ConvNeXt_Base,ConvNeXt_Small,dictatorial_avguncertainty,DuoWrapper,softmax_response,15.36,8.68,0.5651,test
0.929006968641115,0.9198730256624249,0.0003680824705737718,0.2501533490909196,0.008948022499680519,0.944404896470595,0.006969175998214191,0.004379595509844919,1.0,1.0,1.0,0.9986933797909407,0.9821428571428571,0.9655923344947736,0.9464285714285714,0.922691637630662,0.8904616724738676,0.8260017421602788,ConvNeXt_Base,ConvNeXt_Small,dictatorial_avguncertainty,DuoWrapper,entropy,15.36,8.68,0.5651,test
0.929006968641115,0.9198730256624249,0.00036875479293348515,0.24993473348626122,0.010639522224664688,0.9485595908869964,0.006660554926191656,0.004070974437822384,1.0,1.0,1.0,0.9986933797909407,0.9847560975609756,0.9682055749128919,0.9503484320557491,0.9296602787456446,0.8943815331010453,0.8436411149825784,ConvNeXt_Base,ConvNeXt_Small,dictatorial_weighteduncertainty,DuoWrapper,softmax_response,15.36,8.68,0.5651,test
0.929006968641115,0.9198730256624249,0.00036875479293348515,0.24993473348626122,0.010639522224664688,0.9444473206607245,0.006959564078737186,0.0043699835903679134,1.0,1.0,1.0,0.9986933797909407,0.9821428571428571,0.9653745644599303,0.9444686411149826,0.9233449477351916,0.8891550522648084,0.8262195121951219,ConvNeXt_Base,ConvNeXt_Small,dictatorial_weighteduncertainty,DuoWrapper,entropy,15.36,8.68,0.5651,test
0.9355400696864111,0.9286157975819599,0.00036875479293348515,0.24993473348626122,0.010639522224664688,0.9415122175247874,0.006339650828166618,0.004208955060264004,1.0,1.0,1.0,1.0,0.9934668989547039,0.9764808362369338,0.9568815331010453,0.9333623693379791,0.8980836236933798,0.8436411149825784,ConvNeXt_Base,ConvNeXt_Small,temperature_weighted,DuoWrapper,softmax_response,15.36,8.68,0.5651,test
0.9355400696864111,0.9286157975819599,0.00036875479293348515,0.24993473348626122,0.010639522224664688,0.9366947254517087,0.006662983488185935,0.004532287720283321,1.0,1.0,1.0,1.0,0.9932491289198606,0.9751742160278746,0.9514372822299652,0.9246515679442509,0.8871951219512195,0.8262195121951219,ConvNeXt_Base,ConvNeXt_Small,temperature_weighted,DuoWrapper,entropy,15.36,8.68,0.5651,test
0.935322299651568,0.9268466088859628,0.00038595828076288337,0.26667064585282735,0.014837900176644325,0.9351152189336125,0.0068056370727827675,0.0046603819462720224,1.0,1.0,1.0,1.0,0.993684668989547,0.9762630662020906,0.9505662020905923,0.926829268292683,0.8874128919860628,0.8053135888501742,ConvNeXt_Base,ConvNeXt_Tiny,logit_average,DuoWrapper,softmax_response,15.36,4.46,0.29036,test
0.935322299651568,0.9268466088859628,0.00038595828076288337,0.26667064585282735,0.014837900176644325,0.9305237081721366,0.00714602066165097,0.0050007655351402246,1.0,1.0,1.0,1.0,0.992595818815331,0.9723432055749129,0.9518728222996515,0.9172473867595818,0.8756533101045296,0.793336236933798,ConvNeXt_Base,ConvNeXt_Tiny,logit_average,DuoWrapper,entropy,15.36,4.46,0.29036,test
0.929006968641115,0.9198730256624249,0.00038595828076288337,0.26667064585282735,0.014837900176644325,0.9413668930248879,0.00719102214844801,0.004601441660078738,1.0,1.0,1.0,0.997822299651568,0.9827961672473867,0.9627613240418118,0.9444686411149826,0.922691637630662,0.8874128919860628,0.8053135888501742,ConvNeXt_Base,ConvNeXt_Tiny,dictatorial_avguncertainty,DuoWrapper,softmax_response,15.36,4.46,0.29036,test
0.929006968641115,0.9198730256624249,0.00038595828076288337,0.26667064585282735,0.014837900176644325,0.9366419887309846,0.007568663002061672,0.0049790825136923995,1.0,1.0,1.0,0.9973867595818815,0.9793118466898955,0.9616724738675958,0.9422909407665505,0.9111498257839721,0.875,0.793336236933798,ConvNeXt_Base,ConvNeXt_Tiny,dictatorial_avguncertainty,DuoWrapper,entropy,15.36,4.46,0.29036,test
