Acc,F1,Brier,NLL,ECE,CP_AUROC,AURC,E-AURC,SAC@90,SAC@91,SAC@92,SAC@93,SAC@94,SAC@95,SAC@96,SAC@97,SAC@98,SAC@99,model,wrapper,uncertainty_type,gflops,params,split
0.7608535688005886,0.43334151723785996,0.001782853112699261,0.943776588444733,0.023044707253575325,0.8733210997040783,0.06739718043646625,0.036188291080349336,0.7171940152072602,0.6887417218543046,0.6696100073583517,0.6488839833210694,0.6259504537650233,0.5948000981113564,0.5512631837135148,0.5001226391954868,0.3503801815060093,0.09847927397596272,Swin_V2_B,TempScaleWrapper,entropy,20.32,87.9,test
0.7263919548687761,0.3864321400658056,0.0021463112563791945,1.2300007949962874,0.10256516933441162,0.8848319986971603,0.0763092373778205,0.03488688266231073,0.683345597252882,0.6611479028697572,0.6382143733137111,0.6037527593818984,0.5728476821192053,0.5413294088790778,0.5132450331125827,0.47093451066961,0.4092469953397106,0.30365464802550896,ResNet50,None,softmax_response,4.09,25.6,test
0.7263919548687761,0.3864321400658056,0.0021463112563791945,1.2300007949962874,0.10256516933441162,0.8878437558105049,0.0754907768181086,0.03406842210259883,0.6799116997792495,0.6585724797645327,0.6367427029678685,0.6046112337503066,0.5738287956831003,0.5408388520971302,0.5169242089771892,0.47633063527103264,0.4145204807456463,0.30377728722099584,ResNet50,None,entropy,4.09,25.6,test
0.7263919548687761,0.3864321400658056,0.0020336194819346206,1.0727546132493604,0.021284688264131546,0.8865205593401589,0.07591780835711255,0.03449545364160278,0.6805248957566838,0.6574687270051508,0.6304881039980378,0.6012999754721609,0.5727250429237184,0.5408388520971302,0.5136129506990434,0.475962717684572,0.4157468727005151,0.30144714250674515,ResNet50,TempScaleWrapper,softmax_response,4.09,25.6,test
0.7263919548687761,0.3864321400658056,0.0020336194819346206,1.0727546132493604,0.021284688264131546,0.8732910919477386,0.07985678234839268,0.038434427632882906,0.6568555310277164,0.6309786607799853,0.604243316163846,0.5778758891341673,0.5469708118714741,0.5158204562178073,0.4868776060829041,0.4624724061810154,0.39661515820456217,0.28611724307088543,ResNet50,TempScaleWrapper,entropy,4.09,25.6,test
0.6992886926661761,0.37715641921807563,0.002487215745133785,1.534901001489949,0.1556921750307083,0.8469664918236525,0.10336870277484421,0.05276865792688391,0.5740740740740741,0.5456217807211184,0.5123865587441746,0.475962717684572,0.4262938435123866,0.3890115280843758,0.351729212656365,0.30022075055187636,0.2582781456953642,0.19720382634289918,ShuffleNet_V2_X2_0,None,softmax_response,0.58,7.4,test
0.6992886926661761,0.37715641921807563,0.002487215745133785,1.534901001489949,0.1556921750307083,0.8502574938646638,0.1026457723234516,0.0520457274754913,0.572111846946284,0.5441501103752759,0.5126318371351484,0.4648025508952661,0.422859946038754,0.3838606818739269,0.34854059357370615,0.2962962962962963,0.2541084130488104,0.19475104243316163,ShuffleNet_V2_X2_0,None,entropy,0.58,7.4,test
0.6992886926661761,0.37715641921807563,0.0022885232535292503,1.2135671944717863,0.02179570123553276,0.8432500287526828,0.10605765142260219,0.055457606574641896,0.5549423595781212,0.5267353446161394,0.49435859700760365,0.44861417709099827,0.39575668383615403,0.35896492519009077,0.3072111846946284,0.26624969340201127,0.22737306843267108,0.1845719892077508,ShuffleNet_V2_X2_0,TempScaleWrapper,softmax_response,0.58,7.4,test
0.6992886926661761,0.37715641921807563,0.0022885232535292503,1.2135671944717863,0.02179570123553276,0.8195569597800033,0.11463655260994146,0.06403650776198117,0.5221976943831248,0.49546234976698555,0.45854795192543535,0.42102035810645083,0.3720873191071867,0.3215599705665931,0.2671081677704194,0.22541084130488104,0.19315673289183222,0.16997792494481237,ShuffleNet_V2_X2_0,TempScaleWrapper,entropy,0.58,7.4,test
0.7479764532744665,0.3816632317516936,0.0019291593625315611,1.0451968654274204,0.07216796278953552,0.8950927697851627,0.06476818195431623,0.02992941264716096,0.7339955849889624,0.7130242825607064,0.6937699288692666,0.6687515329899436,0.6358842285994604,0.6079224920284523,0.5624233505028207,0.5183958793230317,0.4553593328427766,0.3142016188373804,EfficientNet_B5,None,softmax_response,10.27,30.4,test
0.7479764532744665,0.3816632317516936,0.0019291593625315611,1.0451968654274204,0.07216796278953552,0.8969080727605219,0.06433237723040962,0.029493607923254346,0.7428256070640177,0.7185430463576159,0.6892322786362521,0.6687515329899436,0.6394407652685798,0.6039980377728722,0.565121412803532,0.5262447878341918,0.4361049791513368,0.31015452538631344,EfficientNet_B5,None,entropy,10.27,30.4,test
0.7479764532744665,0.3816632317516936,0.0018742213224948504,0.9774933123910895,0.022010168060660362,0.8960184929203423,0.06455675110861851,0.02971798180146324,0.7400049055678195,0.717439293598234,0.6919303409369635,0.6678930586215355,0.6398086828550404,0.6014226146676478,0.5615648761344125,0.5245278390973755,0.42077507971547706,0.29163600686779495,EfficientNet_B5,TempScaleWrapper,softmax_response,10.27,30.4,test
0.7479764532744665,0.3816632317516936,0.0018742213224948504,0.9774933123910895,0.022010168060660362,0.8871025484214436,0.06698843791534702,0.032149668608191746,0.724429727740986,0.7000245278390974,0.6718175128771156,0.6494971792985038,0.6130733382389012,0.5806965906303655,0.5540838852097131,0.5204807456463085,0.41721854304635764,0.2620799607554574,EfficientNet_B5,TempScaleWrapper,entropy,10.27,30.4,test
0.7607309296051018,0.42537449482258005,0.001908076416754717,1.1493896991802195,0.10880540311336517,0.8961412993316094,0.06019994743283054,0.028957521619421746,0.753495217071376,0.7335050282070149,0.7135148393426539,0.6909492273730684,0.6707137601177336,0.6360068677949473,0.5918567574196714,0.5451312239391709,0.39440765268579836,0.1927888153053716,EfficientNet_V2_S,None,softmax_response,8.37,21.5,test
0.7607309296051018,0.42537449482258005,0.001908076416754717,1.1493896991802195,0.10880540311336517,0.8998181548205086,0.05931753796182564,0.028075112148416844,0.7595045376502331,0.7391464311994114,0.7195241599215109,0.6995339710571499,0.6734118224184449,0.6388275692911455,0.5970076036301202,0.5419426048565121,0.39906794211429975,0.19303409369634536,EfficientNet_V2_S,None,entropy,8.37,21.5,test
0.7607309296051018,0.42537449482258005,0.001787877316800443,0.9506424745941018,0.03434612229466438,0.8955561506795582,0.06067783146745284,0.02943540565404405,0.7564385577630611,0.7392690703948982,0.7201373558989453,0.6948736816286485,0.6682609762079961,0.6312239391709591,0.5858474368408143,0.5129997547216091,0.3783419180770174,0.2245523669364729,EfficientNet_V2_S,TempScaleWrapper,softmax_response,8.37,21.5,test
